0.006,  0.000000
0.008,  0.000000
0.010,  0.000000
0.012,  0.000000
0.014,  0.000000
0.016,  0.000000
0.018,  0.000000
0.020,  0.000000
0.021,  0.000000
0.023,  0.000000
0.025,  0.000000
0.026,  0.000000
0.028,  0.000000
0.030,  0.000000
0.032,  0.000000
0.034,  0.000000
0.035,  0.000000
0.037,  0.000000
0.039,  0.000000
0.041,  0.000000
0.042,  0.000000
0.044,  0.000000
0.046,  0.000000
0.048,  0.000000
0.049,  0.000000
0.051,  0.000000
0.053,  0.000000
0.054,  0.000000
0.056,  0.000000
0.058,  0.000000
0.060,  0.000000
0.061,  0.000000
0.063,  0.000000
0.065,  0.000000
0.066,  0.000000
0.068,  0.000000
0.070,  0.000000
0.072,  0.000000
0.073,  0.000000
0.075,  0.000000
0.077,  0.000000
0.079,  0.000000
0.080,  0.000000
0.082,  0.000000
0.084,  0.000000
0.086,  0.000000
0.087,  0.000000
0.089,  0.000000
0.091,  0.000000
0.093,  0.000000
0.094,  0.000000
0.096,  0.000000
0.098,  0.000000
0.100,  0.000000
0.101,  0.000000
0.103,  0.000000
0.105,  0.000000
0.107,  0.000000
0.108,  0.000000
0.110,  0.000000
0.112,45310.375000
0.114,50301.812500
0.115,50150.453125
0.117,50150.453125
0.119,62735.257812
0.121,50150.453125
0.122,50301.812500
0.124,50301.812500
0.126,50125.312500
0.128,68681.320312
0.130,50000.000000
0.131,49825.609375
0.133,50301.812500
0.135,50150.453125
0.137,50150.453125
0.138,50150.453125
0.140,66934.406250
0.142,57339.449219
0.144,50301.812500
0.146,50454.085938
0.148,50301.812500
0.150,50301.812500
0.152,50276.519531
0.153,50150.453125
0.155,50301.812500
0.157,50150.453125
0.159,50454.085938
0.160,50150.453125
0.162,68634.179688
0.164,50479.554688
0.165,72098.054688
0.167,50632.910156
0.169,50000.000000
0.171,49975.011719
0.172,50301.812500
0.174,50301.812500
0.176,51255.765625
0.178,50632.910156
0.179,50301.812500
0.181,41442.187500
0.183,50301.812500
0.184,50301.812500
0.186,50301.812500
0.188,50454.085938
0.190,50150.453125
0.192,49043.648438
0.193,50454.085938
0.195,50301.812500
0.197,43122.035156
0.199,49975.011719
0.200,50000.000000
0.202,49825.609375
0.204,50000.000000
0.206,50301.812500
0.207,50301.812500
0.209,58411.214844
0.211,50000.000000
0.213,50632.910156
0.214,50301.812500
0.216,50301.812500
0.218,55555.554688
0.220,45578.851562
0.221,50301.812500
0.223,50607.289062
0.225,50301.812500
0.227,50301.812500
0.228,50125.312500
0.230,40600.894531
0.232,49850.449219
0.234,50301.812500
0.235,50607.289062
0.237,50607.289062
0.239,64226.074219
0.241,50000.000000
0.242,50479.554688
0.244,59701.492188
0.246,50301.812500
0.248,50301.812500
0.249,34554.250000
0.251,49975.011719
0.253,49825.609375
0.255,50301.812500
0.257,50327.125000
0.259,50000.000000
0.260,50125.312500
0.262,50301.812500
0.264,50301.812500
0.266,50632.910156
0.268,50301.812500
0.269,49067.714844
0.271,50301.812500
0.273,50301.812500
0.275,50454.085938
0.276,50301.812500
0.278,50301.812500
0.280,49504.949219
0.282,50000.000000
0.283,49975.011719
0.285,50301.812500
0.287,50632.910156
0.289,50787.203125
0.290,49975.011719
0.292,50479.554688
0.294,50150.453125
0.296,50301.812500
0.297,49529.468750
0.299,50301.812500
0.301,56721.496094
0.303,49975.011719
0.304,50125.312500
0.306,50301.812500
0.308,49825.609375
0.310,48756.703125
0.311,65832.781250
0.313,50125.312500
0.315,50479.554688
0.316,50150.453125
0.318,50000.000000
0.320,49975.011719
0.321,50301.812500
0.323,50301.812500
0.325,50150.453125
0.327,50301.812500
0.328,50479.554688
0.330,39385.585938
0.332,33311.125000
0.334,49975.011719
0.335,50301.812500
0.337,50125.312500
0.339,48030.738281
0.340,44662.796875
0.342,50632.910156
0.344,50150.453125
0.346,50301.812500
0.348,50150.453125
0.350,50150.453125
0.352,50150.453125
0.353,34387.894531
0.355,50150.453125
0.357,49825.609375
0.359,62266.500000
0.361,65832.781250
0.362,50301.812500
0.364,50632.910156
0.366,50454.085938
0.368,51786.640625
0.369,50000.000000
0.371,50150.453125
0.373,50000.000000
0.374,32637.076172
0.376,50301.812500
0.378,50301.812500
0.380,49677.097656
0.381,49975.011719
0.383,49825.609375
0.385,50454.085938
0.386,50301.812500
0.388,55370.984375
0.389,49975.011719
0.391,50301.812500
0.393,49850.449219
0.395,50301.812500
0.397,50301.812500
0.398,50150.453125
0.400,53504.546875
0.402,50000.000000
0.403,50150.453125
0.405,50479.554688
0.407,50607.289062
0.409,53504.546875
0.410,52273.914062
0.412,50301.812500
0.414,63492.062500
0.416,50632.910156
0.418,50276.519531
0.419,49358.339844
0.421,37299.515625
0.423,62972.292969
0.424,50301.812500
0.426,50000.000000
0.428,50150.453125
0.429,50150.453125
0.431,49825.609375
0.433,50150.453125
0.434,50607.289062
0.436,50454.085938
0.438,50301.812500
0.439,50301.812500
0.441,49975.011719
0.443,63979.527344
0.444,50301.812500
0.446,50301.812500
0.448,50150.453125
0.450,52966.101562
0.451,37993.921875
0.453,33749.578125
0.455,50301.812500
0.456,50301.812500
0.458,55340.343750
0.460,49975.011719
0.461,50000.000000
0.463,50327.125000
0.464,50454.085938
0.466,50301.812500
0.468,50125.312500
0.469,50301.812500
0.471,50000.000000
0.473,57736.718750
0.474,50787.203125
0.476,50150.453125
0.478,49825.609375
0.480,50000.000000
0.481,39401.101562
0.483,50301.812500
0.484,34246.574219
0.486,50632.910156
0.488,50454.085938
0.489,50301.812500
0.491,50150.453125
0.493,49975.011719
0.494,50000.000000
0.496,50454.085938
0.498,50632.910156
0.499,65316.785156
0.501,49825.609375
0.503,50301.812500
0.504,60386.472656
0.506,50454.085938
0.508,55555.554688
0.509,43459.367188
0.511,50301.812500
0.513,50301.812500
0.515,50454.085938
0.516,50454.085938
0.518,50301.812500
0.520,51413.882812
0.521,50000.000000
0.523,50301.812500
0.525,50276.519531
0.526,50301.812500
0.528,50301.812500
0.529,42881.648438
0.531,50607.289062
0.533,50301.812500
0.535,51098.621094
0.536,50301.812500
0.538,50125.312500
0.540,50301.812500
0.541,55157.199219
0.543,50276.519531
0.545,50327.125000
0.546,50301.812500
0.548,33590.863281
0.550,48923.679688
0.551,72098.054688
0.553,50125.312500
0.555,50150.453125
0.556,50454.085938
0.558,50000.000000
0.560,50150.453125
0.561,50479.554688
0.563,50301.812500
0.565,45829.515625
0.566,50301.812500
0.568,50301.812500
0.570,50150.453125
0.572,49975.011719
0.573,50607.289062
0.575,50301.812500
0.577,50301.812500
0.579,49975.011719
0.580,50150.453125
0.582,50942.433594
0.584,50301.812500
0.585,50150.453125
0.587,50150.453125
0.589,50454.085938
0.590,55370.984375
0.592,50150.453125
0.593,50301.812500
0.595,50150.453125
0.597,50454.085938
0.599,51098.621094
0.600,50150.453125
0.602,54794.519531
0.604,49975.011719
0.605,50301.812500
0.607,50150.453125
0.609,50632.910156
0.610,49677.097656
0.612,49975.011719
0.614,50301.812500
0.615,50125.312500
0.617,50479.554688
0.619,50301.812500
0.620,50000.000000
0.622,52110.472656
0.624,50301.812500
0.625,50301.812500
0.627,50000.000000
0.629,49825.609375
0.630,48192.769531
0.632,50301.812500
0.634,50787.203125
0.636,50301.812500
0.637,50150.453125
0.639,50454.085938
0.641,49825.609375
0.643,50150.453125
0.644,50000.000000
0.646,50301.812500
0.647,49825.609375
0.649,56721.496094
0.651,54794.519531
0.652,50454.085938
0.654,50301.812500
0.656,50301.812500
0.658,50301.812500
0.660,50150.453125
0.661,66622.250000
0.663,40192.925781
0.665,50607.289062
0.666,49358.339844
0.668,50632.910156
0.670,51440.328125
0.671,68352.703125
0.673,50301.812500
0.675,50150.453125
0.676,71123.757812
0.678,50150.453125
0.680,51440.328125
0.681,50150.453125
0.683,50301.812500
0.685,50479.554688
0.687,50454.085938
0.688,72046.109375
0.690,49825.609375
0.692,50000.000000
0.693,51098.621094
0.695,50301.812500
0.697,50301.812500
0.699,50000.000000
0.700,49975.011719
0.702,50301.812500
0.704,49975.011719
0.705,50632.910156
0.707,50454.085938
0.708,33602.152344
0.710,50000.000000
0.712,50000.000000
0.713,50150.453125
0.715,50607.289062
0.717,50454.085938
0.718,72098.054688
0.720,50150.453125
0.721,34542.312500
0.723,50301.812500
0.724,50301.812500
0.725,53504.546875
0.727,50301.812500
0.728,50301.812500
0.730,50000.000000
0.731,50301.812500
0.732,50301.812500
0.734,50301.812500
0.735,50301.812500
0.736,50150.453125
0.738,50150.453125
0.739,50454.085938
0.740,50150.453125
0.742,38550.500000
0.743,50150.453125
0.745,50000.000000
0.746,50454.085938
0.747,50454.085938
0.749,50301.812500
0.750,49825.609375
0.751,56721.496094
0.753,50301.812500
0.754,50632.910156
0.756,50301.812500
0.757,50301.812500
0.758,49975.011719
0.760,39401.101562
0.761,50150.453125
0.762,50301.812500
0.764,50301.812500
0.765,50301.812500
0.766,49825.609375
0.768,50301.812500
0.769,50301.812500
0.770,72098.054688
0.772,59241.707031
0.773,50479.554688
0.774,72098.054688
0.776,50301.812500
0.777,50301.812500
0.778,52770.449219
0.780,50301.812500
0.781,50301.812500
0.782,50301.812500
0.784,50301.812500
0.785,38535.644531
0.786,42553.191406
0.787,50301.812500
0.789,50125.312500
0.790,53475.937500
0.791,50000.000000
0.793,55741.359375
0.794,50301.812500
0.795,50125.312500
0.796,49825.609375
0.798,50301.812500
0.799,40916.531250
0.800,45829.515625
0.802,50327.125000
0.803,50301.812500
0.804,34614.054688
0.806,50454.085938
0.807,50301.812500
0.808,50301.812500
0.810,49825.609375
0.811,49975.011719
0.812,49975.011719
0.814,50301.812500
0.815,50632.910156
0.816,50301.812500
0.818,50301.812500
0.819,50301.812500
0.820,44802.867188
0.822,44802.867188
0.823,50301.812500
0.824,50301.812500
0.825,50301.812500
0.827,50454.085938
0.828,42771.601562
0.829,49825.609375
0.831,50150.453125
0.832,50301.812500
0.833,50301.812500
0.834,50479.554688
0.836,50454.085938
0.837,50301.812500
0.838,50150.453125
0.840,45703.839844
0.841,52631.578125
0.842,50301.812500
0.843,50276.519531
0.845,50301.812500
0.846,50454.085938
0.847,49850.449219
0.849,49975.011719
0.850,50000.000000
0.851,50301.812500
0.853,50454.085938
0.854,50454.085938
0.855,50150.453125
0.856,50454.085938
0.858,51308.363281
0.859,50301.812500
0.861,49975.011719
0.862,49975.011719
0.863,50301.812500
0.864,50301.812500
0.866,50301.812500
0.867,50301.812500
0.868,71123.757812
0.870,50000.000000
0.871,50000.000000
0.872,50301.812500
0.874,49975.011719
0.875,50454.085938
0.876,50607.289062
0.878,49529.468750
0.879,51921.078125
0.880,50454.085938
0.882,50301.812500
0.883,50301.812500
0.884,50301.812500
0.886,49850.449219
0.887,50150.453125
0.888,50301.812500
0.889,38639.875000
0.891,66934.406250
0.892,50454.085938
0.893,50125.312500
0.895,50632.910156
0.896,50301.812500
0.897,50607.289062
0.898,50000.000000
0.900,38624.953125
0.901,39200.312500
0.902,50301.812500
0.904,50607.289062
0.905,33534.539062
0.906,50454.085938
0.908,50301.812500
0.909,50301.812500
0.910,45977.011719
0.911,62735.257812
0.913,57937.425781
0.914,50301.812500
0.915,50454.085938
0.917,50301.812500
0.918,50301.812500
0.919,49825.609375
0.921,68681.320312
0.922,50301.812500
0.923,50479.554688
0.925,50301.812500
0.926,50301.812500
0.927,50301.812500
0.928,50301.812500
0.930,50150.453125
0.931,48053.820312
0.932,50125.312500
0.934,50301.812500
0.935,50301.812500
0.936,71123.757812
0.938,50301.812500
0.939,49825.609375
0.940,71428.570312
0.942,50150.453125
0.943,50454.085938
0.944,50301.812500
0.946,50150.453125
0.947,50787.203125
0.948,40290.089844
0.950,45578.851562
0.951,50607.289062
0.952,50301.812500
0.954,50454.085938
0.955,50301.812500
0.956,43346.335938
0.958,50150.453125
0.959,50301.812500
0.960,36845.984375
0.961,45433.894531
0.963,50301.812500
0.964,49850.449219
0.965,50479.554688
0.967,50454.085938
0.968,31230.480469
0.969,50000.000000
0.971,49975.011719
0.972,50301.812500
0.973,50301.812500
0.974,72098.054688
0.976,50301.812500
0.977,50454.085938
0.978,50301.812500
0.980,49850.449219
0.981,49652.433594
0.982,49825.609375
0.984,50301.812500
0.985,50301.812500
0.986,50301.812500
0.987,50301.812500
0.989,50125.312500
0.990,50000.000000
0.991,56721.496094
0.993,50301.812500
0.994,50327.125000
0.995,43706.292969
0.996,50301.812500
0.998,65832.781250
0.999,49825.609375
1.000,27716.185547
1.002,50632.910156
1.003,50301.812500
1.004,50301.812500
1.006,50454.085938
1.007,50454.085938
1.008,50150.453125
1.010,45955.882812
1.011,50000.000000
1.013,50301.812500
1.014,50607.289062
1.015,50000.000000
1.016,71123.757812
1.018,68399.453125
1.019,49677.097656
1.020,49850.449219
1.022,50150.453125
1.023,50301.812500
1.024,50607.289062
1.026,49825.609375
1.027,50301.812500
1.028,50301.812500
1.030,55555.554688
1.031,49975.011719
1.032,50000.000000
1.033,50301.812500
1.035,50276.519531
1.036,50150.453125
1.038,50454.085938
1.039,68399.453125
1.040,50150.453125
1.041,35790.980469
1.043,50150.453125
1.044,50301.812500
1.045,50301.812500
1.047,50301.812500
1.048,50942.433594
1.049,50150.453125
1.051,50607.289062
1.052,68681.320312
1.053,50632.910156
1.054,31486.146484
1.056,50301.812500
1.057,50301.812500
1.058,50301.812500
1.060,45955.882812
1.061,44543.429688
1.062,50327.125000
1.064,50454.085938
1.065,50632.910156
1.066,50301.812500
1.067,50301.812500
1.069,50000.000000
1.070,49850.449219
1.071,50454.085938
1.073,50301.812500
1.074,49975.011719
1.075,50301.812500
1.076,49975.011719
1.078,50301.812500
1.079,65573.773438
1.080,56915.195312
1.082,50301.812500
1.083,50301.812500
1.084,50150.453125
1.086,50301.812500
1.087,50125.312500
1.088,49529.468750
1.090,50454.085938
1.091,49850.449219
1.092,50000.000000
1.094,50301.812500
1.095,50150.453125
1.096,50150.453125
1.098,50632.910156
1.099,32310.177734
1.100,49825.609375
1.102,50000.000000
1.103,50454.085938
1.104,50301.812500
1.106,50301.812500
1.107,50301.812500
1.108,48192.769531
1.110,49975.011719
1.111,50301.812500
1.112,50301.812500
1.114,50301.812500
1.115,50454.085938
1.116,49382.714844
1.117,50479.554688
1.119,50301.812500
1.120,50150.453125
1.121,50000.000000
1.123,50301.812500
1.124,50301.812500
1.125,49825.609375
1.126,50150.453125
1.128,50327.125000
1.129,61538.460938
1.130,54975.261719
1.132,50454.085938
1.133,50301.812500
1.134,50454.085938
1.136,50301.812500
1.137,50454.085938
1.138,50301.812500
1.139,50632.910156
1.141,64766.839844
1.142,49825.609375
1.143,50301.812500
1.145,50454.085938
1.146,50301.812500
1.147,50301.812500
1.149,50301.812500
1.150,50000.000000
1.151,50787.203125
1.152,59916.117188
1.154,50301.812500
1.155,50301.812500
1.156,50301.812500
1.158,52770.449219
1.159,45829.515625
1.160,40176.777344
1.162,50301.812500
1.163,50479.554688
1.164,50301.812500
1.166,50301.812500
1.167,50125.312500
1.168,50301.812500
1.170,39292.730469
1.171,37807.183594
1.172,56338.027344
1.173,50301.812500
1.175,50301.812500
1.176,50454.085938
1.177,50632.910156
1.179,50000.000000
1.180,50150.453125
1.181,50150.453125
1.182,50479.554688
1.184,50454.085938
1.185,50301.812500
1.186,50454.085938
1.188,50301.812500
1.189,50301.812500
1.190,50000.000000
1.192,49504.949219
1.193,50327.125000
1.194,50607.289062
1.195,71123.757812
1.197,50301.812500
1.198,50301.812500
1.199,49975.011719
1.201,49975.011719
1.202,50632.910156
1.203,55555.554688
1.204,50301.812500
1.206,49975.011719
1.207,55340.343750
1.208,35149.386719
1.210,39385.585938
1.211,50301.812500
1.212,52273.914062
1.214,50301.812500
1.215,50301.812500
1.216,52083.332031
1.218,50150.453125
1.219,49504.949219
1.220,48309.179688
1.222,50301.812500
1.223,50301.812500
1.224,50301.812500
1.226,50150.453125
1.227,50301.812500
1.228,50301.812500
1.230,49975.011719
1.231,27862.914062
1.232,50301.812500
1.234,50479.554688
1.235,50301.812500
1.236,50301.812500
1.237,31476.236328
1.239,49825.609375
1.240,49975.011719
1.241,50301.812500
1.243,50607.289062
1.244,50125.312500
1.245,39588.281250
1.246,50454.085938
1.248,50479.554688
1.249,50454.085938
1.250,49975.011719
1.252,49825.609375
1.253,50607.289062
1.254,50301.812500
1.256,50301.812500
1.257,50301.812500
1.258,57770.074219
1.259,50787.203125
1.261,50000.000000
1.262,50301.812500
1.263,50301.812500
1.265,43122.035156
