0,0.075,0,0.0466289,30.3596,1598962007078
0.01,0.075,0.00625,0.0466289,30.3596,1598962007088
0.02,0.075,0.0125,0.0466289,30.3596,1598962007098
0.03,0.075,0.01875,0.0466289,30.3596,1598962007108
0.04,0.075,0.025,0.0466289,30.3596,1598962007118
0.05,0.075,0.03125,0.0466289,30.3596,1598962007128
0.06,0.075,0.0375,0.0466289,30.3596
0.07,0.075,0.04375,0.0466289,30.3596
0.08,0.075,0.05,0.0466289,30.3596
0.09,0.0750083,0.05625,0.0466289,30.3596
0.1,0.0750214,0.0625,0.0466289,30.3596
0.11,0.075035,0.06875,0.0466289,30.3596
0.12,0.075049,0.075,0.0466289,30.3596
0.13,0.0750635,0.08125,0.0466289,30.3596
0.14,0.0750784,0.0875,0.0466289,30.3596
0.15,0.0750938,0.09375,0.0466289,30.3596
0.16,0.0751096,0.1,0.0466289,30.3596
0.17,0.0751259,0.10625,0.0466289,30.3596
0.18,0.0751426,0.1125,0.0466289,30.3596
0.19,0.0751598,0.11875,0.0466289,30.3596
0.2,0.0751775,0.125,0.0466289,30.3596
0.21,0.0751956,0.13125,0.0466289,30.3596
0.22,0.0752141,0.1375,0.0466289,30.3596
0.23,0.0752332,0.14375,0.0466289,30.3596
0.24,0.0752526,0.15,0.0466289,30.3596
0.25,0.0752726,0.15625,0.0466289,30.3596
0.26,0.0752929,0.1625,0.0466289,30.3596
0.27,0.0753138,0.16875,0.0466289,30.3596
0.28,0.0753351,0.175,0.0466289,30.3596
0.29,0.0753568,0.18125,0.0466289,30.3596
0.3,0.075379,0.1875,0.0466289,30.3596
0.31,0.0754017,0.19375,0.0466289,30.3596
0.32,0.0754248,0.2,0.0466289,30.3596
0.33,0.0754484,0.20625,0.0466289,30.3596
0.34,0.0754724,0.2125,0.0466289,30.3596
0.35,0.0754969,0.21875,0,0
0.36,0.0756143,0.225,0,0
0.37,0.0756431,0.23125,0,0
0.38,0.0756723,0.2375,0,0
0.39,0.075702,0.24375,0,0
0.4,0.0757322,0.25,0,0
0.41,0.0757628,0.25625,0,0
0.42,0.0757938,0.2625,0,0
0.43,0.0758253,0.26875,0,0
0.44,0.0758573,0.275,0,0
0.45,0.0758897,0.28125,0,0
0.46,0.0759226,0.2875,0,0
0.47,0.0759559,0.29375,0,0
0.48,0.0759897,0.3,0,0
0.49,0.076024,0.30625,0,0
0.5,0.0760587,0.3125,0,0
0.51,0.0760938,0.31875,0,0
0.52,0.0761294,0.325,0,0
0.53,0.0761655,0.33125,0,0
0.54,0.076202,0.3375,0,0
0.55,0.076239,0.34375,0,0
0.56,0.0762764,0.35,0,0
0.57,0.0763143,0.35625,0,0
0.58,0.0763526,0.3625,0,0
0.59,0.0763914,0.36875,0,0
0.6,0.0764306,0.375,0,0
0.61,0.0764703,0.38125,0,0
0.62,0.0765105,0.3875,0,0
0.63,0.0765511,0.39375,0,0
0.64,0.0765922,0.4,0,0
0.65,0.0766337,0.40625,0,0
0.66,0.0766757,0.4125,0,0
0.67,0.0767181,0.41875,0,0
0.68,0.076761,0.425,0,0
0.69,0.0768043,0.43125,0,0
0.7,0.0768481,0.4375,0,0
0.71,0.0768924,0.44375,0,0
0.72,0.0769371,0.45,0,0
0.73,0.0769822,0.45625,0,0
0.74,0.0770278,0.4625,0,0
