Time,Velocity(f),Velocity,Throttle 
1.46,3470.54,7.99554,0.745292
1.47,3518.53,8.1061,0.747833
1.48,3520.14,8.10981,0.751018
1.49,3545.97,8.16934,0.754387
1.5,3568.88,8.22211,0.75141
1.51,3569.64,8.22387,0.754119
1.52,3569.64,8.22387,0.756563
1.53,3567.99,8.22005,0.756289
1.54,3620.56,8.34118,0.756289
1.55,3618.99,8.33756,0.758729
1.56,3622.27,8.34511,0.757158
1.57,3620.7,8.34148,0.759309
1.58,3672.96,8.46189,0.761666
1.59,3674.71,8.46593,0.763401
1.6,3673.9,8.46407,0.765745
1.61,3673.77,8.46376,0.765745
1.62,3673.77,8.46376,0.76108
1.63,3675.52,8.4678,0.762609
1.64,3673.9,8.46407,0.764476
1.65,3673.9,8.46407,0.766227
1.66,3729.53,8.59223,0.7695
1.67,3728.7,8.59031,0.7695
1.68,3728.7,8.59031,0.771449
1.69,3728.56,8.58999,0.773199
1.7,3728.7,8.59031,0.767695
1.71,3729.53,8.59223,0.769136
1.72,3729.53,8.59223,0.770473
1.73,3726.06,8.58423,0.771811
1.74,3730.51,8.59447,0.77304
1.75,3727.73,8.58807,0.774372
1.76,3730.37,8.59415,0.776156
1.77,3727.73,8.58807,0.776934
1.78,3729.53,8.59223,0.77862
1.79,3726.06,8.58423,0.779621
1.8,3729.67,8.59255,0.781291
1.81,3727.87,8.58839,0.7824
1.82,3728.7,8.59031,0.784185
1.83,3728.7,8.59031,0.785071
1.84,3784.3,8.71839,0.786637
1.85,3785.15,8.72037,0.787872
1.86,3787.02,8.72466,0.790548
1.87,3786.01,8.72235,0.790548
1.88,3942.91,9.0838,0.784637
1.89,3785.3,8.7207,0.785444
1.9,3785.15,8.72037,0.786245
1.91,3784.15,8.71806,0.766695
1.92,3783.44,8.71641,0.766421
1.93,3785.3,8.7207,0.786698
1.94,3844.38,8.85681,0.787629
1.95,3843.49,8.85477,0.789449
1.96,3845.27,8.85886,0.790361
1.97,3845.27,8.85886,0.783569
1.98,3844.38,8.85681,0.784153
1.99,3705.21,8.5362,0.784396
2,3843.49,8.85477,0.784856
2.01,3843.35,8.85443,0.785433
2.02,3760.25,8.66299,0.804046
2.03,3848.08,8.86533,0.78753
2.04,3743.64,8.62472,0.788024
2.05,3843.35,8.85443,0.799334
2.06,3843.49,8.85477,0.788983
2.07,3844.38,8.85681,0.80304
2.08,3842.61,8.85273,0.791265
2.09,3840.69,8.84831,0.791721
2.1,3842.46,8.85239,0.792079
2.11,3843.35,8.85443,0.792778
2.12,3844.23,8.85647,0.793509
2.13,3843.49,8.85477,0.793774
2.14,3843.35,8.85443,0.79414
2.15,3840.69,8.84831,0.7945
2.16,3843.35,8.85443,0.795065
2.17,3842.46,8.85239,0.795558
2.18,3843.49,8.85477,0.79638
2.19,3846.15,8.8609,0.796529
2.2,3843.49,8.85477,0.79712
2.21,3843.49,8.85477,0.797467
2.22,3902.59,8.99092,0.797594
2.23,3906.25,8.99935,0.798395
2.24,3903.35,8.99268,0.791638
2.25,3902.59,8.99092,0.791668
2.26,3906.4,8.99971,0.79122
2.27,3900.76,8.98672,0.7916
2.28,3903.35,8.99268,0.791723
2.29,3903.51,8.99303,0.791256
2.3,3903.51,8.99303,0.791992
2.31,3904.42,8.99514,0.791698
2.32,3903.51,8.99303,0.791702
2.33,3903.51,8.99303,0.791725
2.34,3901.53,8.98847,0.791628
2.35,3903.51,8.99303,0.791763
2.36,3903.51,8.99303,0.791786
2.37,3906.4,8.99971,0.792067
2.38,3910.99,9.01026,0.791847
2.39,3772.73,8.69175,0.791869
2.4,3903.51,8.99303,0.791514
2.41,3903.51,8.99303,0.790918
2.42,3902.44,8.99057,0.790918
2.43,3905.33,8.99725,0.808911
2.44,3903.51,8.99303,0.792866
2.45,3914.05,9.01732,0.793059
2.46,3903.51,8.99303,0.792712
2.47,3900.46,8.98602,0.792959
2.48,3905.33,8.99725,0.791608
2.49,3903.51,8.99303,0.792926
2.5,3902.59,8.99092,0.793345
2.51,3905.33,8.99725,0.792755
2.52,3903.51,8.99303,0.793003
2.53,3902.59,8.99092,0.793145
2.54,3902.59,8.99092,0.792817
2.55,3903.51,8.99303,0.793064
2.56,3903.51,8.99303,0.793206
2.57,3903.51,8.99303,0.793236
2.58,3900.61,8.98637,0.793146
2.59,3903.51,8.99303,0.793169
2.6,3904.42,8.99514,0.793192
2.61,3903.35,8.99268,0.793592
2.62,3903.35,8.99268,0.793259
2.63,3789.74,8.73095,0.793163
2.64,3905.49,8.9976,0.793163
2.65,3903.51,8.99303,0.793318
2.66,3903.35,8.99268,0.808155
2.67,3903.35,8.99268,0.793942
2.68,3903.35,8.99268,0.794208
2.69,3903.51,8.99303,0.794208
2.7,3906.25,8.99935,0.794251
2.71,3903.35,8.99268,0.794275
2.72,3903.35,8.99268,0.794298
2.73,3902.44,8.99057,0.793945
2.74,4073.49,9.38464,0.794324
2.75,3905.33,8.99725,0.794348
2.76,3850.75,8.87148,0.794492
2.77,4095.51,9.43537,0.77222
2.78,3901.53,8.98847,0.792889
2.79,3904.42,8.99514,0.800016
2.8,3904.27,8.99479,0.768521
2.81,3902.44,8.99057,0.768521
2.82,3904.42,8.99514,0.792015
2.83,3903.51,8.99303,0.792051
2.84,3902.44,8.99057,0.792048
2.85,3903.51,8.99303,0.792183
2.86,3844.23,8.85647,0.792345
2.87,3843.35,8.85443,0.792237
2.88,3842.46,8.85239,0.799988
2.89,3842.61,8.85273,0.800457
2.9,3844.38,8.85681,0.801156
2.91,3844.38,8.85681,0.801619
2.92,3842.46,8.85239,0.801869
2.93,3842.46,8.85239,0.802336
2.94,3957.57,9.1176,0.802804
2.95,3846.3,8.86124,0.803522
2.96,3843.49,8.85477,0.788994
2.97,3903.51,8.99303,0.803119
2.98,3903.51,8.99303,0.803938
2.99,3903.51,8.99303,0.804412
3,3904.42,8.99514,0.797062
3.01,3904.27,8.99479,0.797084
3.02,3903.51,8.99303,0.797107
3.03,3903.51,8.99303,0.797011
3.04,3900.76,8.98672,0.797146
3.05,3903.51,8.99303,0.797169
3.06,3901.68,8.98882,0.797549
3.07,3903.51,8.99303,0.797592
3.08,3901.53,8.98847,0.797278
3.09,3903.51,8.99303,0.797301
3.1,3906.4,8.99971,0.797324
