Time,Velocity(f),Velocity,Throttle 
1.47,2603.56,5.99816,0.610058
1.48,2602.27,5.9952,0.61508
1.49,2562.66,5.90394,0.620102
1.5,2601.86,5.99426,0.631123
1.51,2601.86,5.99426,0.636623
1.52,2601.86,5.99426,0.646348
1.53,2602.27,5.9952,0.647645
1.54,2602.68,5.99613,0.653013
1.55,2601.86,5.99426,0.658382
1.56,2659.01,6.12592,0.663706
1.57,2657.67,6.12282,0.669027
1.58,2657.67,6.12282,0.67448
1.59,2657.67,6.12282,0.673561
1.6,2658.09,6.1238,0.678725
1.61,2745.29,6.3247,0.68375
1.62,2744.76,6.32348,0.688774
1.63,2727.92,6.28467,0.693752
1.64,2745.29,6.3247,0.68918
1.65,2745.29,6.3247,0.693722
1.66,2746.2,6.32678,0.700063
1.67,2845.92,6.55653,0.702743
1.68,2839.38,6.54145,0.707227
1.69,2838.89,6.54034,0.711612
1.7,2837.85,6.53793,0.705118
1.71,2964.72,6.83022,0.709702
1.72,2939.02,6.77101,0.713659
1.73,2939.1,6.7712,0.717681
1.74,2938.5,6.76981,0.707636
1.75,2938.58,6.77001,0.713595
1.76,3046.55,7.01875,0.716875
1.77,3046.64,7.01896,0.72023
1.78,3047.76,7.02153,0.723514
1.79,3045.99,7.01747,0.714927
1.8,3045.99,7.01747,0.717543
1.81,3162.26,7.28531,0.72286
1.82,3161.66,7.28393,0.725489
1.83,3162.26,7.28531,0.728119
1.84,3162.36,7.28554,0.717958
1.85,3077.11,7.08916,0.719937
1.86,3244.44,7.47464,0.721787
1.87,3243.7,7.47295,0.723689
1.88,3244.54,7.47489,0.723689
1.89,3245.17,7.47634,0.73498
1.9,3331,7.67408,0.71909
1.91,3330.23,7.67229,0.720408
1.92,3330.89,7.67382,0.713702
1.93,3330.23,7.67229,0.714575
1.94,3330.89,7.67382,0.715533
1.95,3375.19,7.77587,0.716337
1.96,3375.87,7.77744,0.717283
1.97,3374.5,7.77429,0.718087
1.98,3375.98,7.77771,0.714086
1.99,3376.78,7.77955,0.714611
2,3375.98,7.77771,0.715357
2.01,3422.2,7.88417,0.715798
2.02,3422.31,7.88444,0.716306
2.03,3422.2,7.88417,0.716983
2.04,3422.2,7.88417,0.712494
2.05,3470.54,7.99554,0.712791
2.06,3469.81,7.99387,0.713113
2.07,3469.69,7.9936,0.713423
2.08,3468.97,7.99193,0.708415
2.09,3468.97,7.99193,0.708506
2.1,3469.81,7.99387,0.708536
2.11,3470.54,7.99554,0.708633
2.12,3470.54,7.99554,0.708654
2.13,3467.41,7.98833,0.708583
2.14,3468.97,7.99193,0.70852
2.15,3469.81,7.99387,0.708532
2.16,3469.69,7.9936,0.708888
2.17,3469.81,7.99387,0.708747
2.18,3607.5,8.31109,0.708676
2.19,3470.54,7.99554,0.708706
2.2,3468.25,7.99027,0.70871
2.21,3469.69,7.9936,0.693577
2.22,3470.54,7.99554,0.707814
2.23,3467.41,7.98833,0.708077
2.24,3518.53,8.1061,0.707945
2.25,3517.04,8.10268,0.707869
2.26,3518.53,8.1061,0.708225
2.27,3656.17,8.42322,0.702632
2.28,3518.65,8.10639,0.702511
2.29,3518.65,8.10639,0.702073
2.3,3520.26,8.11009,0.686645
2.31,3517.78,8.10439,0.700643
2.32,3518.65,8.10639,0.700643
2.33,3652.83,8.41553,0.700358
2.34,3517.91,8.10467,0.699779
2.35,3519.39,8.1081,0.699779
2.36,3518.65,8.10639,0.684446
2.37,3516.3,8.10097,0.698179
2.38,3518.65,8.10639,0.697735
2.39,3564.17,8.21126,0.697527
2.4,3518.65,8.10639,0.697501
2.41,3519.39,8.1081,0.697501
2.42,3518.53,8.1061,0.696972
2.43,3517.04,8.10268,0.696688
2.44,3634.51,8.37332,0.696321
2.45,3517.78,8.10439,0.696127
2.46,3517.78,8.10439,0.696007
2.47,3562.52,8.20746,0.682807
2.48,3518.65,8.10639,0.694651
2.49,3519.39,8.1081,0.694371
2.5,3519.39,8.1081,0.68917
2.51,3520.14,8.10981,0.693441
2.52,3468.13,7.98999,0.693075
2.53,3468.97,7.99193,0.693075
2.54,3469.09,7.99221,0.692786
2.55,3470.54,7.99554,0.697843
2.56,3468.97,7.99193,0.697843
2.57,3471.26,7.9972,0.697777
2.58,3470.54,7.99554,0.697785
2.59,3469.69,7.9936,0.697841
2.6,3469.69,7.9936,0.697841
2.61,3468.25,7.99027,0.697698
2.62,3470.41,7.99526,0.697698
2.63,3469.69,7.9936,0.697802
2.64,3469.69,7.9936,0.697819
2.65,3469.69,7.9936,0.697995
2.66,3469.09,7.99221,0.697863
2.67,3468.25,7.99027,0.69788
2.68,3469.81,7.99387,0.697897
2.69,3468.13,7.98999,0.69798
2.7,3469.69,7.9936,0.698094
2.71,3469.81,7.99387,0.697948
